,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,Injuries,Species,Arms,Legs,Chest,Thighs,Hands,Heads,Feet,Fingers,Necks,Backs,Shoulders,Toes
4797,Unprovoked,Dived for a coin,M,9,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4798,Unprovoked,Dived for a coin,M,,"FATAL, leg severed just below hip ",Y,"""a large shark""",Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4799,Unprovoked,Bathing/Swimming,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4800,Provoked,Fishing,M,,Lacerations to left hand from hooked shark PROVOKED INCIDENT,N,7' shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4802,Sea Disaster,She was on a ship that was torpedoes & was in the water awaiting rescue,F,,Leg severely bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4804,Unprovoked,Bathing,M,,FATAL.,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4806,Unprovoked,Swimming to anchored boat,M,,"Fatal, lower abdomen bitten",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4807,Unprovoked,Swimming,M,19,"FATAL, thought to have been taken by a shark ",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4808,Provoked,Fishing,M,18,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,N,"Tiger shark, 6'",Injured,Tiger Shark,False,False,False,False,False,False,True,False,False,False,False,False
4809,Unprovoked,Swimming alongside warship   Tsingt-ao,M,,"FATAL, leg severed  ",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4810,Provoked,Fishing,M,,Lacerations to hand by hooked shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4811,Unprovoked,Swimming,M,,Foot & ankle lacerated,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4812,Provoked,Fishing,M,,Injured by harpooned shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4813,Provoked,"Fishing, removing gaff from shark's mouth",M,27,Leg bitten by gaffed shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4814,Unprovoked,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,"FATAL, dragged out of diving helmet  ",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4815,Unprovoked,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",,,"FATAL x 2, all other passengers & crew reached shore after a long swim",Y,Thought to involve bull sharks,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4817,Unprovoked,Fishing,M,,"FATAL, pulled overboard by tuna, & bitten by shark ",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4818,Unprovoked,"Swimming, naked",M,9 or 10,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",N,Bull shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
4819,Unprovoked,Bathing,,,"2 survived,       1 FATAL",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4820,Unprovoked,Wading,M,,unknown,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4821,Unprovoked,Canoe capsized by shark,M,,"Leg severed, but survived",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4822,Provoked,Fishing,M,,Thumb bitten by landed shark PROVOKED INCIDENT,N," Tiger shark, 3'",Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
4823,Provoked,"Watching seine netters with friends, one of whom picked up a netted shark",M,13,Leg bitten PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4824,Invalid,Diving off jetty,M,24,Superficial lacerations on feet & toes,,Questionable incident,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,True
4826,Unprovoked,Sponge diving,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4827,Unprovoked,Body surfing,M,50,Left hand and arm bitten,N,"""grey-colored shark""",Injured,Regular Shark,True,False,False,False,True,False,False,False,False,False,False,False
4829,Unprovoked,Diving,M,17,Leg severed above knee,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4830,Unprovoked,Swimming,M,,"""Mauled""",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4831,Sea Disaster,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,FATAL ,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4832,Unprovoked,Diving for trochus,M,17,FATAL,Y,12' shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4833,Sea Disaster,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4834,Unprovoked,Swimming ,M,25,FATAL,Y,Tiger shark,Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
4835,Unprovoked,Swimming ,M,18,FATAL,Y,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
4836,Unprovoked,Swimming near jetty,M,16,Tooth imprints on torso,N,2.4 m [8'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4838,Provoked,Fishing,M,,Injured by shark they were trying to catch PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4841,Unprovoked,Rowing,M,,3 people drowned when the boat was capsized by the shark,N,Basking shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4842,Unprovoked,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",N,"Tiger shark, 9' to 10' ",Injured,Tiger Shark,False,False,False,False,False,False,False,False,True,False,True,False
4844,Unprovoked,Swimming,M,21,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4845,Unprovoked,Pearl diving,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4847,Unprovoked,,,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4848,Provoked,"Fishing from launch, fell into net with shark",M,,Bitten by netted shark PROVOKED INCIDENT,N,"Whaler shark, 4 m [13'] ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4849,Unprovoked,Swimming,M,14,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4850,Provoked,Fishing,M,,Leg nipped by hooked shark PROVOKED INCIDENT,N,4' shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4851,Unprovoked,"Refused permission to cross on the ferry, he was swimming across the river",M,33,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",Y,2 days later a 600-lb shark was caught 100 yards from the site,Injured,Regular Shark,True,True,False,False,False,False,False,False,False,False,False,False
4852,Invalid,Bathing,M,16,His body was recovered 2 days later but shark involvement prior to death was not confirmed,,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4853,Invalid,Swimming,M,43,Shark involvement prior to death was not confirmed,,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4854,Unprovoked,Swimming,M,32,"FATAL, buttocks, ankle & right elbow bitten ",Y,White shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4855,Unprovoked,Swimming ashore after launch capsized,M,,Foot bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4857,Provoked,Fishing,M,20,Left shoulder bitten by netted shark PROVOKED INCIDENT,N,"3' ""blue nosed"" shark",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,True,False
4858,Invalid,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,"15' shark seen with the man's body in its mouth, but shark involvement prior to death was not confirmed",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4859,Provoked,Holding shark's tail ,M,18,Bitten on forearm PROVOKED INCIDENT,N,"Grey nurse shark, 8'",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4860,Unprovoked,,M,,Survived,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4861,Unprovoked,"Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,Thigh lacerated,N,6 m [20']  shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4863,Provoked,Fishing for the shark that killed George Lundberg,,,Hooked shark bit rudder PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4864,Unprovoked,Swimming,M,15,"FATAL, leg severed at knee",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4865,Boating,Fishing,M,50,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Y,Thought to involve a 12' white shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4866,Provoked,Spearfishing ,M,,Speared shark bit his hand PROVOKED INCIDENT,N,0.9 m [3']  shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4867,,Wreck of a sampam,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4868,Unprovoked,Swimming,M,,Leg lacerated,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4869,Unprovoked,"Trochus diving, but floating on surface",M,,Flexed right leg bitten,N,Large tiger shark seen in the vicinity the following morning,Injured,Tiger Shark,False,True,False,False,False,False,False,False,False,False,False,False
4870,Unprovoked,Swept overboard,M,,"Bond's foot was injured, Kinch's back was injured",N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,True,False,False
4872,Unprovoked,Pearl diving,M,,Torso bitten ,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4874,Unprovoked,Swimming crawl stroke,M,16,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Y,White shark (identified by Dr. Hugh Smith) ,Injured,White Shark,False,True,False,True,False,False,False,True,False,False,False,False
4876,Unprovoked,Diving,M,,Survived? Admitted to Thursday Island Hospital,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4877,Boating,"Fishing, catching snoek, Thyrsites atun",,,"Shark leapt onboard & into fishwell, tossing a crew member, Pepino, in the sea",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4878,Unprovoked,"Diving for trochus , but swimming on surface",M,16,FATAL,Y,"Tiger shark, 2.4 m [8']",Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
4879,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4880,Unprovoked,Diving for trochus,M,16,"Arm & back bitten, heel lacerated",N,"Tiger shark, 4.6 m [15'] ",Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,True,False,False
4881,Unprovoked,Diving,M,,Arm severed,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4883,Unprovoked,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,,Survived,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4884,Unprovoked,Diving for trochus,M,,Right forearm lacerated,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4886,Provoked,Touching the mouth of a supposedly dead shark,F,young,Finger bitten PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4888,Unprovoked,Swimming,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,White shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4889,Unprovoked,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,FATAL ,Y,White shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4890,Invalid,Surfing,M,17,Disappeared & his torn clothing washed ashore,,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4891,Provoked,Paddleskiing,M,,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",N,2.3 m [7'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4892,Unprovoked,Swimming ,M,,FATAL ,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4893,Provoked,Cruising,,,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",N,4.3 m [14'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4894,Unprovoked,Diving?,M,20,Back & arm gashed but survived,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4895,Unprovoked,Swimming,M,38,"FATAL, thigh bitten ",Y,,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
4896,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4897,Unprovoked,"Fell overboard, hanging onto lifebuoy",M,38,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,3.7 m [12'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4898,Invalid,Fishing,M,,"The hooked shark didn't cut his finger, he was injured by his line",,Invalid,Injured,Regular Shark,False,False,False,False,False,False,False,True,False,False,False,False
4899,Unprovoked,Diving for beche-de-mer from lugger,M,,"FATAL, right buttock & thigh bitten ",Y,,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
4900,Invalid,fishing boat exploded & sank,M,23,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",,Invalid,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4901,Invalid,fishing boat exploded & sank,M,53,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem ",,Invalid,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4902,Unprovoked,"Fishing with dynamite, afterwards in water retrieving catch",M,14,"FATAL, leg severed ",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4903,Unprovoked,Swimming,F,22,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4904,Unprovoked,"Fishing for bluefish, shark leapt into dory",M,31,Arm lacerated by a shark that leapt onto boat ,N,4.6 m [15'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4905,Unprovoked,Fishing,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4906,Boating,,,,Shark bumped dinghy twice,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4907,Unprovoked,,,,"Samoan missionary, Filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4908,Provoked,Put foot inside a landed & supposedly dead shark,M,,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",N,"White shark, 246-kg ",Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4909,Unprovoked,Pearl diving,M,,3 gashes on hand & wrist,N,1.8 m [6'] shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4910,Invalid,"Disappeared 11 days earlier, probable homicide victim",M,40,Captive tiger shark regurgitated his arm in the Coogee Aquarium,,Invalid,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4911,Unprovoked,Diving,F,,Laceration to left leg,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4912,Unprovoked,,M,,Laceration to hand  ,N,,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4913,Unprovoked,Diving from dinghy for trochus shell,M,,Buttocks injured by fin or a bump ,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4914,Provoked,Put foot inside mouth of supposedly dead shark,M,,Injury to foot    PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
4915,Unprovoked,"Pearl diving, but standing in the water",M,,Left thigh abraded & 3 fingers lacerated,N,Tiger shark 3 m  [10'] ,Injured,Tiger Shark,False,False,False,True,False,False,False,True,False,False,False,False
4916,Provoked,Hauling in net with shark in it,M,38,Calf & shin bitten  PROVOKED INCIDENT,N,"""Blue nose shark""",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4917,Unprovoked,Surfing,M,,Abrasions to shins,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4918,Unprovoked,Swimming,M,27,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y,"White shark, 4 m [13'] ",Injured,White Shark,True,False,False,True,False,False,False,True,False,False,False,False
4919,Unprovoked,Standing,M,22,"FATAL, thigh bitten ",Y,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Injured,White Shark,False,False,False,True,False,False,False,False,False,False,False,False
4920,Unprovoked,Surfing (pneumatic surfboard),M,20,"Thigh lacerated, abrasions",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4923,Invalid,,,,human remains washed ahore,,Shark involvement prior to death unconfirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4925,Unprovoked,Splashing,F,13,Hands severed,N,"Tiger shark, 1.5 m [5'] ",Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
4926,Unprovoked,Swimming (lead swimmer in race),M,19,"FATAL, left leg bitten ",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4927,Unprovoked,Taken as he dived into the water,M,14,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4928,Unprovoked,Swimming & splashing,M,12,Leg injured,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4929,Unprovoked,Bathing,F,38,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4930,Provoked,Fishing,M,,Arm bitten by hooked shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4931,Unprovoked,Freediving for trochus shell (submerged),M,,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards ",Y,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4932,Provoked,Fishing,M,,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,N,1.5 m [5'] shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
4935,Unprovoked,Dived into sea from launch & bitten immediately,M,,"FATAL, body was not recovered",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4936,Unprovoked,Swimming,F,18,FATAL,Y,White shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
4937,Unprovoked,Swimming,M,11,Lacerations to right leg,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4939,Provoked,Fishing,M,,Hand bitten while landing shark PROVOKED INCIDENT,N,"A 6.5' ""blue-nosed shark""",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4940,Unprovoked,Standing,M,8,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4941,Unprovoked,Body surfing,M,34,Leg lacerated & punctured,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4942,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4943,Unprovoked,Swimming ,M,12,Right thigh lacerated,N,,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
4944,Unprovoked,Swimming in waist-deep water ,M,15,"FATAL, right leg lacerated",Y,4.3 m [14'] shark seen in vicinity,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4945,Unprovoked,Swimming in hip-deep water,M,17,"FATAL, leg & buttocks removed ",Y,4 m [13'] shark seen in vicinity,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4947,Unprovoked,Splashing in water ,M,,"Lacerated knee & foot, deep puncture wounds",N,3.4 m [11']  tiger shark & a 5' shark,Injured,Tiger Shark,False,False,False,False,False,False,True,False,False,False,False,False
4948,Unprovoked,Fell into the water,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4950,Unprovoked,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,15,"Bumped, chest bitten & badly injured",N,,Injured,Regular Shark,False,False,True,False,False,False,False,False,False,False,False,False
4951,Unprovoked,Swimming on sandbar adjacent to channel,M,22,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,4.3 m [14'] shark seen in area previous week,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4952,Unprovoked,Free diving for trochus ,M,,"FATAL, right buttock & thigh bitten ",Y,"Tiger shark, 3.4 m [11'] ",Injured,Tiger Shark,False,False,False,True,False,False,False,False,False,False,False,False
4953,Unprovoked,Pearl diving,M,17,"Hand badly injured, right arm surgically amputated above wrist",N,Tiger shark,Injured,Tiger Shark,True,False,False,False,False,False,False,False,False,False,False,False
4954,Unprovoked,Diving,M,,Hand severed,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4955,Boating,Fishing,M,,"One man bitten on thigh, another on arm",N,3 sharks,Injured,Regular Shark,True,False,False,True,False,False,False,False,False,False,False,False
4956,Provoked,"Fishing, caught a 15' shark & took it onboard",M,,Severely lacerated arm PROVOKED INCIDENT,N,"Blue shark, 4.5 m [14'9""]",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4957,Unprovoked,Bathing,M,,Right heel & ankle bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4958,Unprovoked,Swimming,F,,Foot bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4959,Unprovoked,,M,50,Survived,N,Tiger shark,Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
4961,Unprovoked,Sitting in 3' of water,M,15,Right knee & left leg bitten,N,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4962,Unprovoked,Standing,F,,Left calf bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4964,Sea Disaster,Yacht of Michael Howell capsized,,,"5 survived  & 4 perished, but shark involvement not confirmed",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4965,Provoked,Fishing,M,,Laceration to lower leg by netted shark PROVOKED INCIDENT,N,7' to 8' shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4966,Unprovoked,Treading water,M,,Lacerations to legs from fins of shark,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4967,Sea Disaster,Swimming to shore from capsized sailboat,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4968,Unprovoked,Swimming,M,24,FATAL,Y,Possibly a bull shark or tiger shark,Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
4969,Unprovoked,Standing on his hands,M,,Abrasions to legs,N,10' shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4970,Unprovoked,Diving for trochus  from dinghy when seized by shark 6' below the surface,M,,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",N,4.4 m [14'] shark,Injured,Regular Shark,True,False,True,False,False,False,False,False,False,False,True,False
4972,Provoked,Fishing,M,,Forearm injured by hooked shark PROVOKED INCIDENT,N,Blue shark,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4973,Unprovoked,Swimming,M,38,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4974,Unprovoked,,M,,Leg bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4975,Provoked,Fishing ,M,,Laceration to hand  PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4976,Sea Disaster,Hurricane & Tidal Wave,,,,UNKNOWN,,Injured,Regular Shark,,,,,,,,,,,,
4977,Unprovoked,Swimming,M,24,"Torso bitten with pneumothorax, slight lacerations on left hand",N,Thought to involve a mako or grey nurse shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
4978,Unprovoked,Swimming,M,27,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4979,Unprovoked,Catching a turtle,M,,Left arm severely bitten,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4980,Provoked,,M,,Hand bitten by landed shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4981,Provoked,,M,,Bitten by landed shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4982,Provoked,Fishing,M,,Hooked shark gashed right leg      PROVOKED INCIDENT,N,16' 800-lb shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4983,Unprovoked,Pearl diving,M,,Bitten on buttock & leg,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
4985,Invalid,,M,17,Body recovered  from 9' shark but death due to shark bite was not confirmed,,Shark involvement prior to death unconfirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4987,Provoked,Fishing,M,32,Knee bitten by boated shark PROVOKED INCIDENT,N,"250-lb ""dog shark""",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4988,Provoked,Fishing,M,,Ankle broken when 500-lb boated shark lashed him with its tail PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4989,Unprovoked,Free diving with goggles,F,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4990,Unprovoked,Pearl diving,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4991,Unprovoked,Pearl diving,M,,Severe injury to forearm near elbow,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
4992,Unprovoked,Standing,M,,"FATAL, torso bitten ",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4993,Unprovoked,Standing,F,,"FATAL, torso bitten ",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
